Synonym,ChecklistName
Eragrostis brownii,Eragrostis brownii
Eragrostis zeylanica,Eragrostis brownii
Eragrostis cumingii,Eragrostis cumingii
Eragrostis reflexa,Eragrostis cumingii
Eragrostis curvula,Eragrostis curvula
Eragrostis cylindrica,Eragrostis cylindrica
Eragrostis fauriei,Eragrostis fauriei
Eragrostis ferruginea,Eragrostis ferruginea
Eragrostis japonica,Eragrostis japonica
Eragrostis pilosa var. imberbis,Eragrostis pilosa var. imberbis
Eragrostis pilosa imberbis,Eragrostis pilosa var. imberbis
Eragrostis pilosissima,Eragrostis pilosissima
Eragrostis spartinoides,Eragrostis spartinoides
Eragrostis tenella,Eragrostis tenella
Eragrostis unioloides,Eragrostis unioloides
Eranthemum andersoni,Eranthemum andersoni
Eranthemum nervosum,Eranthemum pulchellum
Eranthemum pulchellum,Eranthemum pulchellum
Erechtites hieraciifolius,Erechtites hieraciifolius
Erechtites valerianifolia,Erechtites valerianifolius
Erechtites valerianifolius,Erechtites valerianifolius
Eremochloa ciliaris,Eremochloa ciliaris
Eremochloa ophiuroides,Eremochloa ophiuroides
Eremochloa zeylanica,Eremochloa zeylanica
Eretmochelys imbricata,Eretmochelys imbricata
Testudo imbricata,Eretmochelys imbricata
Eria corneri,Eria corneri
Eria coronaria,Eria gagnepainii
Eria gagnepainii,Eria gagnepainii
Eria herklotsii,Eria gagnepainii
Eria flava,Eria lasiopetala
Eria lasiopetala,Eria lasiopetala
Eria pubescens,Eria lasiopetala
Eria rosea,Eria rosea
Eria pusilla,Eria sinica
Eria sinica,Eria sinica
Eriachne pallescens,Eriachne pallescens
Erigeron karvinskianus,Erigeron karvinskianus
Eriobotrya fragrans,Eriobotrya fragrans
Eriobotrya japonica,Eriobotrya japonica
Eriocaulon australe,Eriocaulon australe
Eriocaulon cinereum,Eriocaulon cinereum
Eriocaulon sieboldianum,Eriocaulon cinereum
Eriocaulon nantoense,Eriocaulon nantoense
Eriocaulon setaceum,Eriocaulon setaceum
Eriocaulon sexangulare,Eriocaulon sexangulare
Eriocaulon wallichianum,Eriocaulon sexangulare
Eriocaulon cristatum var. brevicalyx,Eriocaulon tonkinense
Eriocaulon tonkinense,Eriocaulon tonkinense
Eriocaulon yaoshanense var. brevicalyx,Eriocaulon tonkinense
Eriocaulon cristatum brevicalyx,Eriocaulon tonkinense
Eriocaulon yaoshanense brevicalyx,Eriocaulon tonkinense
Eriocaulon merrillii,Eriocaulon truncatum
Eriocaulon truncatum,Eriocaulon truncatum
Eriochloa procera,Eriochloa procera
Eriochlora ramosa,Eriochloa procera
Erionota torus,Erionota torus
Eriosema chinense,Eriosema chinense
Erodium cicutarium,Erodium cicutarium
Erpornis zantholeuca,Erpornis zantholeuca
Yuhina zantholeuca,Erpornis zantholeuca
Erycibe obtusifolia,Erycibe obtusifolia
Eryngium foetidum,Eryngium foetidum
Erythrina caffra,Erythrina caffra
Erythrina corallodendron,Erythrina corallodendron
Erythrina crista-galli,Erythrina crista-galli
Erythrina humeana,Erythrina humeana
Erythrina lysistemon,Erythrina lysistemon
Erythrina speciosa,Erythrina speciosa
Erythrina variegata,Erythrina variegata
Burhinus recurvirostris,Esacus recurvirostris
Esacus recurvirostris,Esacus recurvirostris
Etlingera elatior,Etlingera elatior
Eucalyptus camaldulensis,Eucalyptus camaldulensis
Eucalyptus camaldulensis subsp. obtusa,Eucalyptus camaldulensis subsp. obtusa
Eucalyptus camaldulensis obtusa,Eucalyptus camaldulensis subsp. obtusa
Eucalyptus exserta,Eucalyptus exserta
Eucalyptus grandis,Eucalyptus grandis
Eucalyptus robusta,Eucalyptus robusta
Eucalyptus tereticornis,Eucalyptus tereticornis
Eucalyptus urophylla,Eucalyptus urophylla
Eucharis × grandiflora,Eucharis × grandiflora
Eucharis grandiflora,Eucharis × grandiflora
Euchrysops cnejus,Euchrysops cnejus
Eudynamys scolopacea,Eudynamys scolopaceus
Eudynamys scolopaceus,Eudynamys scolopaceus
Eudynamys scolopaceus chinensis,Eudynamys scolopaceus
Eugenia uniflora,Eugenia uniflora
Eugenia ventenatii,Eugenia ventenatii
Eulalia phaeothrix,Eulalia phaeothrix
Eulalia quadrinervis,Eulalia quadrinervis
Eulalia speciosa,Eulalia speciosa
Eulophia flava,Eulophia flava
Eulophia graminea,Eulophia graminea
Eulophia sinensis,Eulophia graminea
Eulophia yushuiana,Eulophia zollingeri
Eulophia zollingeri,Eulophia zollingeri
Eumyias thalassina,Eumyias thalassinus
Eumyias thalassinus,Eumyias thalassinus
Muscicapa thalassina,Eumyias thalassinus
Euodia ridleyi,Euodia ridleyi
Euonymus actinocarpa,Euonymus actinocarpa
Euonymus angustatus,Euonymus actinocarpa
Euonymus fortunei,Euonymus fortunei
Euonymus hederaceus,Euonymus fortunei
Euonymus gibber,Euonymus gibber
Euonymus glaber,Euonymus glaber
Euonymus japonicus var. albomarginatus,Euonymus japonicus var. albomarginatus
Euonymus japonicus albomarginatus,Euonymus japonicus var. albomarginatus
Euonymus laxiflorus,Euonymus laxiflorus
Euonymus chinensis,Euonymus nitidus
Euonymus nitidus,Euonymus nitidus
Euonymus kwangtungensis,Euonymus tsoi
Euonymus longifolius,Euonymus tsoi
Euonymus tsoi,Euonymus tsoi
Eupatorium chinense,Eupatorium chinense
Eupatorium chinensis,Eupatorium chinense
Eupatorium japonicum,Eupatorium japonicum
Eupatorium lindleyanum,Eupatorium lindleyanum
Eupatorium odoratum,Eupatorium odoratum
Chromolaena odorata,Eupatorium odoratum
Euphaea decorata,Euphaea decorata
Euphaea opaca,Euphaea opaca
Euphorbia antiquorum,Euphorbia antiquorum
Chamaesyce atoto,Euphorbia atoto
Euphorbia atoto,Euphorbia atoto
Euphorbia bifida,Euphorbia bifida
Euphorbia cyathophora,Euphorbia cyathophora
Euphorbia esula,Euphorbia esula
Euphorbia helioscopia,Euphorbia helioscopia
Euphorbia heterophylla,Euphorbia heterophylla
Euphorbia hirta,Euphorbia hirta
Euphorbia hypericifolia,Euphorbia hypericifolia
Euphorbia milii,Euphorbia milii
Chamaesyce prostrata,Euphorbia prostrata
Euphorbia prostrata,Euphorbia prostrata
Euphorbia pulcherrima,Euphorbia pulcherrima
Euphorbia thymifolia,Euphorbia thymifolia
Euphorbia tirucalli,Euphorbia tirucalli
Euploea core,Euploea core
Euploea core amymone,Euploea core
Euploea core godartii,Euploea core
Euploea midamus,Euploea midamus
Euploea mulciber,Euploea mulciber
Euploea sylvester,Euploea sylvester
Eurema blanda,Eurema blanda
Eurema blanda snelleni,Eurema blanda
Eurema brigitta,Eurema brigitta
Eurema hecabe,Eurema hecabe
Eurema laeta,Eurema laeta
Euripus nyctelius,Euripus nyctelius
Eurya acuminatissima,Eurya acuminatissima
Eurya chinensis,Eurya chinensis
Eurya chinensis var. glabra,Eurya chinensis var. glabra
Eurya chinensis glabra,Eurya chinensis var. glabra
Eurya distichophylla,Eurya distichophylla
Eurya groffii,Eurya groffii
Eurya loquaiana,Eurya loquaiana
Eurya macartneyi,Eurya macartneyi
Eurya muricata,Eurya muricata
Eurya japonica var. nitida,Eurya nitida
Eurya nitida,Eurya nitida
Eurya japonica nitida,Eurya nitida
Eurycles sylvestris,Eurycles sylvestris
Eurystomus orientalis,Eurystomus orientalis
Eustigma oblongifolium,Eustigma oblongifolium
Euthalia aconthea,Euthalia aconthea
Euthalia lubentina,Euthalia lubentina
Euthalia phemius,Euthalia phemius
Anisogomphus koxingai,Euthygomphus koxingai
Euthygomphus koxingai,Euthygomphus koxingai
Eutropis longicaudata,Eutropis longicaudata
Everes lacturnus,Everes lacturnus
Evolvulus alsinoides,Evolvulus alsinoides
Exacum tetragonum,Exacum tetragonum
Exbucklandia tonkinensis,Exbucklandia tonkinensis
Excoecaria agallocha,Excoecaria agallocha
Excoecaria cochinchinensis,Excoecaria cochinchinensis
Fagraea ceilanica,Fagraea ceilanica
Albizia falcataria,Falcataria moluccana
Falcataria moluccana,Falcataria moluccana
Falco amurensis,Falco amurensis
Falco peregrinus,Falco peregrinus
Falco peregrinus pealei,Falco peregrinus
Falco subbuteo,Falco subbuteo
Falco subbuteo streichi,Falco subbuteo
Falco tinnunculus,Falco tinnunculus
Fallopia multiflora,Fallopia multiflora
Polygonum multiflorum,Fallopia multiflora
Famegana alsulus,Famegana alsulus
Famegana nisa,Famegana alsulus
Farfugium japonicum,Farfugium japonicum
Fatoua pilosa,Fatoua villosa
Fatoua villosa,Fatoua villosa
Urtica villosa,Fatoua villosa
Fatsia japonica,Fatsia japonica
Faunis eumeus,Faunis eumeus
Favonigobius gymnauchen,Favonigobius gymnauchen
Favonigobius reichei,Favonigobius reichei
Papillogobius reichei,Favonigobius reichei
Fejervarya limnocharis,Fejervarya limnocharis
Fejervarya multistriata,Fejervarya limnocharis
Rana limnocharis,Fejervarya limnocharis
Felis catus,Felis catus
Ficedula albicilla,Ficedula albicilla
Ficedula elisae,Ficedula elisae
Ficedula erithacus,Ficedula erithacus
Ficedula hodgsonii,Ficedula erithacus
Ficedula sordida,Ficedula erithacus
Ficedula mugimaki,Ficedula mugimaki
Ficedula narcissina,Ficedula narcissina
Ficedula owstoni,Ficedula owstoni
Ficedula parva,Ficedula parva
Ficedula strophiata,Ficedula strophiata
Ficedula superciliaris,Ficedula superciliaris
Ficedula zanthopygia,Ficedula zanthopygia
Ficus altissima,Ficus altissima
Ficus annulata,Ficus annulata
Ficus benghalensis var. krishnae,Ficus benghalensis var. krishnae
Ficus benghalensis krishnae,Ficus benghalensis var. krishnae
Ficus benjamina,Ficus benjamina
Ficus binnendijkii,Ficus binnendijkii
Ficus carica,Ficus carica
Ficus concinna,Ficus concinna
Ficus elastica,Ficus elastica
Ficus erecta,Ficus erecta
Ficus erecta var. beecheyana,Ficus erecta
Ficus erecta beecheyana,Ficus erecta
Ficus esquiroliana,Ficus esquiroliana
Ficus fistulosa,Ficus fistulosa
Ficus harlandii,Ficus fistulosa
Ficus formosana,Ficus formosana
Ficus hederacea,Ficus hederacea
Ficus hirta,Ficus hirta
Ficus hispida,Ficus hispida
Ficus langkokensis,Ficus langkokensis
Ficus lyrata,Ficus lyrata
Ficus microcarpa,Ficus microcarpa
Ficus nervosa,Ficus nervosa
Ficus pandurata,Ficus pandurata
Ficus pandurata var. holophylla,Ficus pandurata
Ficus pandurata holophylla,Ficus pandurata
Ficus pumila,Ficus pumila
Ficus pyriformis,Ficus pyriformis
Ficus religiosa,Ficus religiosa
Ficus rumphii,Ficus rumphii
Ficus sagittata,Ficus sagittata
Ficus impressa,Ficus sarmentosa var. impressa
Ficus sarmentosa var. impressa,Ficus sarmentosa var. impressa
Ficus sarmentosa impressa,Ficus sarmentosa var. impressa
Ficus simplicissima,Ficus simplicissima
Ficus subpisocarpa,Ficus subpisocarpa
Ficus subulata,Ficus subulata
Ficus gibbosa,Ficus tinctoria subsp. gibbosa
Ficus tinctoria subsp. gibbosa,Ficus tinctoria subsp. gibbosa
Ficus tinctoria gibbosa,Ficus tinctoria subsp. gibbosa
Ficus triangularis,Ficus triangularis
Ficus variegata,Ficus variegata
Ficus variegata var. chlorocarpa,Ficus variegata
Ficus variegata chlorocarpa,Ficus variegata
Ficus variolosa,Ficus variolosa
Ficus vasculosa,Ficus vasculosa
Ficus virens,Ficus virens
Ficus virens var. sublanceolata,Ficus virens
Ficus virens sublanceolata,Ficus virens
Fimbristylis acuminata,Fimbristylis acuminata
Fimbristylis aestivalis,Fimbristylis aestivalis
Fimbristylis complanata,Fimbristylis complanata
Fimbristylis cymosa,Fimbristylis cymosa
Fimbristylis spathacea,Fimbristylis cymosa
Fimbristylis dichotoma,Fimbristylis dichotoma
Fimbristylis dichotoma subsp. podocarpa,Fimbristylis dichotoma
Fimbristylis dichotoma podocarpa,Fimbristylis dichotoma
Fimbristylis diphylloides,Fimbristylis diphylloides
Fimbristylis eragrostis,Fimbristylis eragrostis
Fimbristylis exaltata,Fimbristylis exaltata
Fimbristylis fusca,Fimbristylis fusca
Fimbristylis fordii,Fimbristylis hookeriana
Fimbristylis hookeriana,Fimbristylis hookeriana
Fimbristylis insignis,Fimbristylis insignis
Fimbristylis leptoclada,Fimbristylis leptoclada
Fimbristylis littoralis,Fimbristylis littoralis
Fimbristylis miliacea,Fimbristylis littoralis
Fimbristylis longispica,Fimbristylis longispica
Fimbristylis nutans,Fimbristylis nutans
Fimbristylis pauciflora,Fimbristylis pauciflora
Fimbristylis polytrichoides,Fimbristylis polytrichoides
Fimbristylis rigidula,Fimbristylis rigidula
Fimbristylis schoenoides,Fimbristylis schoenoides
Fimbristylis sericea,Fimbristylis sericea
Fimbristylis sieboldii,Fimbristylis sieboldii
Fimbristylis subbispicata,Fimbristylis subbispicata
Fimbristylis tetragona,Fimbristylis tetragona
Fimbristylis thomsonii,Fimbristylis thomsonii
Fimbristylis tomentosa,Fimbristylis tomentosa
Fimbristylis tristachya,Fimbristylis tristachya
Fimbristylis squarrosa,Fimbristylis velata
Fimbristylis velata,Fimbristylis velata
Firmiana platanifolia,Firmiana simplex
Firmiana simplex,Firmiana simplex
Fissistigma glaucescens,Fissistigma glaucescens
Fissistigma oldhamii,Fissistigma oldhamii
Fissistigma uonicum,Fissistigma uonicum
Fittonia verschaffeltii var. argyroneura,Fittonia verschaffeltii var. argyroneura
Fittonia verschaffeltii argyroneura,Fittonia verschaffeltii var. argyroneura
Fittonia verschaffeltii var. pearsei,Fittonia verschaffeltii var. pearsei
Fittonia verschaffeltii pearsei,Fittonia verschaffeltii var. pearsei
Flacourtia rukam,Flacourtia rukam
Flemingia macrophylla,Flemingia macrophylla
Moghania macrophylla,Flemingia macrophylla
Flemingia philippinensis,Flemingia prostrata
Flemingia prostrata,Flemingia prostrata
Floscopa scandens,Floscopa scandens
Flueggea virosa,Flueggea virosa
Foeniculum vulgare,Foeniculum vulgare
Fokienia hodginsii,Fokienia hodginsii
Fordia cauliflora,Fordia cauliflora
Fordiophyton brevicaule,Fordiophyton peperomiifolium
Fordiophyton peperomiifolium,Fordiophyton peperomiifolium
Fortunella hindsii,Fortunella hindsii
Fortunella japonica,Fortunella japonica
Citrus japonica,Fortunella japonica
Fortunella margarita,Fortunella margarita
Fragaria × ananassa,Fragaria × ananassa
Fragaria ananassa,Fragaria × ananassa
Francolinus pintadeanus,Francolinus pintadeanus
Fraxinus chinensis,Fraxinus chinensis
Fraxinus formosana,Fraxinus griffithii
Fraxinus griffithii,Fraxinus griffithii
Fraxinus insularis,Fraxinus insularis
Fraxinus retusa,Fraxinus insularis
Freesia refracta,Freesia refracta
Fregata andrewsi,Fregata andrewsi
Fregata ariel,Fregata ariel
Fregata minor,Fregata minor
Fringilla montifringilla,Fringilla montifringilla
Fuirena ciliaris,Fuirena ciliaris
Fuirena umbellata,Fuirena umbellata
Fukienogomphus choifongae,Fukienogomphus choifongae
Fulica atra,Fulica atra
Furcraea foetida,Furcraea foetida
Furcraea gigantea,Furcraea foetida
Gahnia tristis,Gahnia tristis
Gaillardia aristata,Gaillardia aristata
Gaillardia pulchella,Gaillardia pulchella
Galactia tenuiflora,Galactia tenuiflora
Galinsoga parviflora,Galinsoga parviflora
Galium aparine,Galium aparine var. echinospermum
Galium aparine var. echinospermum,Galium aparine var. echinospermum
Galium aparine echinospermum,Galium aparine var. echinospermum
Gallicrex cinerea,Gallicrex cinerea
Capella gallinago,Gallinago gallinago
Gallinago gallinago,Gallinago gallinago
Capella megala,Gallinago megala
Gallinago megala,Gallinago megala
Gallinago stenura,Gallinago stenura
Gallinula chloropus,Gallinula chloropus
Gambusia affinis,Gambusia affinis
Garcinia multiflora,Garcinia multiflora
Garcinia oblongifolia,Garcinia oblongifolia
Garcinia subelliptica,Garcinia subelliptica
Gardenia jasminoides,Gardenia jasminoides
Gardenia jasminoides var. fortuniana,Gardenia jasminoides var. fortuniana
Gardenia jasminoides fortuniana,Gardenia jasminoides var. fortuniana
Gardenia stenophylla,Gardenia stenophylla
Gardenia thunbergia,Gardenia thunbergia
Gardneria hongkongensis,Gardneria multiflora
Gardneria multiflora,Gardneria multiflora
Garnotia acutigluma,Garnotia acutigluma
Garnotia triseta,Garnotia acutigluma
Garnotia patula,Garnotia patula
Garnotia mutica,Garnotia patula var. mutica
Garnotia patula var. mutica,Garnotia patula var. mutica
Garnotia patula mutica,Garnotia patula var. mutica
Garrulax canorus,Garrulax canorus
Leucodioptron canorum,Garrulax canorus
Garrulus glandarius,Garrulus glandarius
Gastrochilus holttumianus,Gastrochilus japonicus
Gastrochilus japonicus,Gastrochilus japonicus
Gastrochilus kadooriei,Gastrochilus kadooriei
Gastrodia peichatieniana,Gastrodia peichatieniana
Gavia adamsii,Gavia adamsii
Gavia pacifica,Gavia pacifica
Gavia stellata,Gavia stellata
Gehyra mutilata,Gehyra mutilata
Geissaspis cristata,Geissaspis cristata
Gecko similignum,Gekko chinensis
Gekko chinensis,Gekko chinensis
Gekko scabridus,Gekko chinensis
Gekko gecko,Gekko gecko
Gekko reevesii,Gekko gecko
Gelochelidon nilotica,Gelochelidon nilotica
Sterna nilotica,Gelochelidon nilotica
Gelsemium elegans,Gelsemium elegans
Gentiana loureiroi,Gentiana loureiroi
Geodorum densiflorum,Geodorum densiflorum
Geokichla citrina,Geokichla citrina
Zoothera citrina,Geokichla citrina
Geokichla sibirica,Geokichla sibirica
Zoothera sibirica,Geokichla sibirica
Geophila herbacea,Geophila herbacea
Gerbera jamesonii,Gerbera jamesonii
Gerbera piloselloides,Gerbera piloselloides
Gerosis phisara,Gerosis phisara
Gerres filamentosus,Gerres filamentosus
Gerres longirostris,Gerres longirostris
Gerres poieti,Gerres longirostris
Gerres macracanthus,Gerres macracanthus
Gerres oyena,Gerres oyena
Gigantochloa atroviolacea,Gigantochloa atroviolacea
Bambusa levis,Gigantochloa levis
Gigantochloa levis,Gigantochloa levis
Gigantochloa maxima,Gigantochloa verticillata
Gigantochloa pseudoarundinacea,Gigantochloa verticillata
Gigantochloa verticillata,Gigantochloa verticillata
Ginkgo biloba,Ginkgo biloba
Gironniera chinensis,Gironniera subaequalis
Gironniera subaequalis,Gironniera subaequalis
Giuris margaritacea,Giuris margaritacea
Ophieleotris aporos,Giuris margaritacea
Ophiocara aporos,Giuris margaritacea
Gladiolus × gandavensis,Gladiolus × gandavensis
Gladiolus gandavensis,Gladiolus × gandavensis
Glareola lactea,Glareola lactea
Glareola maldivarum,Glareola maldivarum
Glaucidium cuculoides,Glaucidium cuculoides
Taenioglaux cuculoides,Glaucidium cuculoides
Glechoma longituba,Glechoma longituba
Gleditsia australis,Gleditsia australis
Gleditsia fera,Gleditsia fera
Gleditsia macracantha,Gleditsia fera
Gleditsia sinensis,Gleditsia fera
Gleditsia triacanthos,Gleditsia triacanthos
Glehnia littoralis,Glehnia littoralis
Gliricidia sepium,Gliricidia sepium
Globba racemosa,Globba racemosa
Glochidion eriocarpum,Glochidion eriocarpum
Glochidion hirsutum,Glochidion hirsutum
Glochidion lanceolarium,Glochidion lanceolarium
Glochidion macrophyllum,Glochidion lanceolarium
Glochidion philippicum,Glochidion philippicum
Glochidion puberum,Glochidion puberum
Glochidion rubrum,Glochidion rubrum
Glochidion triandrum,Glochidion triandrum
Glochidion wrightii,Glochidion wrightii
Glochidion hongkongense,Glochidion zeylanicum
Glochidion zeylanicum,Glochidion zeylanicum
Gloriosa rothschildiana,Gloriosa rothschildiana
Gloriosa superba,Gloriosa superba
Glossocardia bidens,Glossocardia bidens
Glossogyne tenuifolia,Glossocardia bidens
Glossogobius giuris,Glossogobius giuris
Glossogobius olivaceus,Glossogobius olivaceus
Glycine max,Glycine max
Glycosmis citrifolia,Glycosmis parviflora
Glycosmis parviflora,Glycosmis parviflora
Glycosmis parvifolia,Glycosmis parviflora
Glyptostrobus pensilis,Glyptostrobus pensilis
Glyptosternum pallozonum,Glyptothorax pallozonus
Glyptothorax pallozonum,Glyptothorax pallozonus
Glyptothorax pallozonus,Glyptothorax pallozonus
Gmelina arborea,Gmelina arborea
Gmelina chinensis,Gmelina chinensis
Gmelina hystrix,Gmelina hystrix
Gnaphalium affine,Gnaphalium affine
Gnaphalium hypoleucum,Gnaphalium hypoleucum
Gnaphalium pensylvanicum,Gnaphalium pensylvanicum
Gnaphalium polycaulon,Gnaphalium polycaulon
Gnetum luofuense,Gnetum luofuense
Gnetum montanum f. parvifolia,Gnetum parvifolium
Gnetum parvifolium,Gnetum parvifolium
